ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries

ROUGE-L+StopWordRemoval,TASK528,TEXTRANK.TXT,0.92857,0.24528,0.38806,1

ROUGE-1+StopWordRemoval,TASK528,TEXTRANK.TXT,0.93103,0.15254,0.26214,1

ROUGE-2+StopWordRemoval,TASK528,TEXTRANK.TXT,0.71429,0.11364,0.19608,1

ROUGE-L+StopWordRemoval,TASK529,TEXTRANK.TXT,0.38095,0.08421,0.13793,1

ROUGE-1+StopWordRemoval,TASK529,TEXTRANK.TXT,0.72917,0.12324,0.21084,1

ROUGE-2+StopWordRemoval,TASK529,TEXTRANK.TXT,0.29787,0.04947,0.08485,1

ROUGE-L+StopWordRemoval,TASK526,TEXTRANK.TXT,0.26087,0.04688,0.07947,1

ROUGE-1+StopWordRemoval,TASK526,TEXTRANK.TXT,0.30435,0.03784,0.06731,1

ROUGE-2+StopWordRemoval,TASK526,TEXTRANK.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,TASK768,TEXTRANK.TXT,0.36364,0.12121,0.18182,1

ROUGE-1+StopWordRemoval,TASK768,TEXTRANK.TXT,0.59459,0.16794,0.26190,1

ROUGE-2+StopWordRemoval,TASK768,TEXTRANK.TXT,0.22857,0.06154,0.09697,1

ROUGE-L+StopWordRemoval,TASK527,TEXTRANK.TXT,0.13953,0.08333,0.10435,1

ROUGE-1+StopWordRemoval,TASK527,TEXTRANK.TXT,0.17778,0.02749,0.04762,1

ROUGE-2+StopWordRemoval,TASK527,TEXTRANK.TXT,0.04545,0.00690,0.01198,1

ROUGE-L+StopWordRemoval,TASK769,TEXTRANK.TXT,0.30952,0.06878,0.11255,1

ROUGE-1+StopWordRemoval,TASK769,TEXTRANK.TXT,0.46809,0.06452,0.11340,1

ROUGE-2+StopWordRemoval,TASK769,TEXTRANK.TXT,0.19565,0.02647,0.04663,1

ROUGE-L+StopWordRemoval,TASK524,TEXTRANK.TXT,0.16364,0.07377,0.10169,1

ROUGE-1+StopWordRemoval,TASK524,TEXTRANK.TXT,0.34426,0.13376,0.19266,1

ROUGE-2+StopWordRemoval,TASK524,TEXTRANK.TXT,0.15000,0.05769,0.08333,1

ROUGE-L+StopWordRemoval,TASK766,TEXTRANK.TXT,0.21154,0.13253,0.16296,1

ROUGE-1+StopWordRemoval,TASK766,TEXTRANK.TXT,0.36538,0.16964,0.23171,1

ROUGE-2+StopWordRemoval,TASK766,TEXTRANK.TXT,0.05882,0.02703,0.03704,1

ROUGE-L+StopWordRemoval,TASK525,TEXTRANK.TXT,0.21212,0.06140,0.09524,1

ROUGE-1+StopWordRemoval,TASK525,TEXTRANK.TXT,0.42857,0.09375,0.15385,1

ROUGE-2+StopWordRemoval,TASK525,TEXTRANK.TXT,0.08824,0.01887,0.03109,1

ROUGE-L+StopWordRemoval,TASK767,TEXTRANK.TXT,0.24390,0.05236,0.08621,1

ROUGE-1+StopWordRemoval,TASK767,TEXTRANK.TXT,0.40426,0.05053,0.08983,1

ROUGE-2+StopWordRemoval,TASK767,TEXTRANK.TXT,0.15217,0.01867,0.03325,1

ROUGE-L+StopWordRemoval,TASK522,TEXTRANK.TXT,0.23913,0.07190,0.11055,1

ROUGE-1+StopWordRemoval,TASK522,TEXTRANK.TXT,0.63043,0.10584,0.18125,1

ROUGE-2+StopWordRemoval,TASK522,TEXTRANK.TXT,0.08889,0.01465,0.02516,1

ROUGE-L+StopWordRemoval,TASK764,TEXTRANK.TXT,0.13462,0.04268,0.06481,1

ROUGE-1+StopWordRemoval,TASK764,TEXTRANK.TXT,0.30909,0.08057,0.12782,1

ROUGE-2+StopWordRemoval,TASK764,TEXTRANK.TXT,0.01852,0.00476,0.00758,1

ROUGE-L+StopWordRemoval,TASK523,TEXTRANK.TXT,0.32432,0.07895,0.12698,1

ROUGE-1+StopWordRemoval,TASK523,TEXTRANK.TXT,0.48718,0.09048,0.15261,1

ROUGE-2+StopWordRemoval,TASK523,TEXTRANK.TXT,0.27027,0.04785,0.08130,1

ROUGE-L+StopWordRemoval,TASK765,TEXTRANK.TXT,0.34146,0.08092,0.13084,1

ROUGE-1+StopWordRemoval,TASK765,TEXTRANK.TXT,0.55556,0.09804,0.16667,1

ROUGE-2+StopWordRemoval,TASK765,TEXTRANK.TXT,0.18182,0.03150,0.05369,1

ROUGE-L+StopWordRemoval,TASK520,TEXTRANK.TXT,0.17021,0.07692,0.10596,1

ROUGE-1+StopWordRemoval,TASK520,TEXTRANK.TXT,0.24490,0.08633,0.12766,1

ROUGE-2+StopWordRemoval,TASK520,TEXTRANK.TXT,0.08333,0.02899,0.04301,1

ROUGE-L+StopWordRemoval,TASK762,TEXTRANK.TXT,0.25000,0.10744,0.15029,1

ROUGE-1+StopWordRemoval,TASK762,TEXTRANK.TXT,0.38889,0.11932,0.18261,1

ROUGE-2+StopWordRemoval,TASK762,TEXTRANK.TXT,0.11321,0.03429,0.05263,1

ROUGE-L+StopWordRemoval,TASK521,TEXTRANK.TXT,0.31034,0.07087,0.11538,1

ROUGE-1+StopWordRemoval,TASK521,TEXTRANK.TXT,0.53333,0.08290,0.14350,1

ROUGE-2+StopWordRemoval,TASK521,TEXTRANK.TXT,0.10345,0.01562,0.02715,1

ROUGE-L+StopWordRemoval,TASK763,TEXTRANK.TXT,0.14865,0.08800,0.11055,1

ROUGE-1+StopWordRemoval,TASK763,TEXTRANK.TXT,0.38636,0.19653,0.26054,1

ROUGE-2+StopWordRemoval,TASK763,TEXTRANK.TXT,0.06897,0.03488,0.04633,1

ROUGE-L+StopWordRemoval,TASK760,TEXTRANK.TXT,0.20513,0.05755,0.08989,1

ROUGE-1+StopWordRemoval,TASK760,TEXTRANK.TXT,0.37209,0.06557,0.11150,1

ROUGE-2+StopWordRemoval,TASK760,TEXTRANK.TXT,0.09524,0.01646,0.02807,1

ROUGE-L+StopWordRemoval,TASK761,TEXTRANK.TXT,0.11538,0.04225,0.06186,1

ROUGE-1+StopWordRemoval,TASK761,TEXTRANK.TXT,0.17241,0.06024,0.08929,1

ROUGE-2+StopWordRemoval,TASK761,TEXTRANK.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,TASK539,TEXTRANK.TXT,0.34146,0.16092,0.21875,1

ROUGE-1+StopWordRemoval,TASK539,TEXTRANK.TXT,0.46000,0.15972,0.23711,1

ROUGE-2+StopWordRemoval,TASK539,TEXTRANK.TXT,0.28571,0.09790,0.14583,1

ROUGE-L+StopWordRemoval,TASK537,TEXTRANK.TXT,0.20000,0.11905,0.14925,1

ROUGE-1+StopWordRemoval,TASK537,TEXTRANK.TXT,0.40678,0.18898,0.25806,1

ROUGE-2+StopWordRemoval,TASK537,TEXTRANK.TXT,0.12069,0.05556,0.07609,1

ROUGE-L+StopWordRemoval,TASK779,TEXTRANK.TXT,0.20755,0.05670,0.08907,1

ROUGE-1+StopWordRemoval,TASK779,TEXTRANK.TXT,0.50877,0.10140,0.16910,1

ROUGE-2+StopWordRemoval,TASK779,TEXTRANK.TXT,0.08929,0.01754,0.02933,1

ROUGE-L+StopWordRemoval,TASK538,TEXTRANK.TXT,0.34884,0.08380,0.13514,1

ROUGE-1+StopWordRemoval,TASK538,TEXTRANK.TXT,0.77551,0.14074,0.23824,1

ROUGE-2+StopWordRemoval,TASK538,TEXTRANK.TXT,0.27083,0.04833,0.08202,1

ROUGE-L+StopWordRemoval,TASK535,TEXTRANK.TXT,0.18182,0.06504,0.09581,1

ROUGE-1+StopWordRemoval,TASK535,TEXTRANK.TXT,0.26531,0.06633,0.10612,1

ROUGE-2+StopWordRemoval,TASK535,TEXTRANK.TXT,0.08333,0.02051,0.03292,1

ROUGE-L+StopWordRemoval,TASK777,TEXTRANK.TXT,0.13953,0.04511,0.06818,1

ROUGE-1+StopWordRemoval,TASK777,TEXTRANK.TXT,0.21739,0.05025,0.08163,1

ROUGE-2+StopWordRemoval,TASK777,TEXTRANK.TXT,0.02222,0.00505,0.00823,1

ROUGE-L+StopWordRemoval,TASK536,TEXTRANK.TXT,0.25000,0.22917,0.23913,1

ROUGE-1+StopWordRemoval,TASK536,TEXTRANK.TXT,0.34783,0.25397,0.29358,1

ROUGE-2+StopWordRemoval,TASK536,TEXTRANK.TXT,0.17778,0.12903,0.14953,1

ROUGE-L+StopWordRemoval,TASK778,TEXTRANK.TXT,0.13333,0.01695,0.03008,1

ROUGE-1+StopWordRemoval,TASK778,TEXTRANK.TXT,0.25000,0.02500,0.04545,1

ROUGE-2+StopWordRemoval,TASK778,TEXTRANK.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,TASK533,TEXTRANK.TXT,0.29412,0.09615,0.14493,1

ROUGE-1+StopWordRemoval,TASK533,TEXTRANK.TXT,0.55738,0.13655,0.21935,1

ROUGE-2+StopWordRemoval,TASK533,TEXTRANK.TXT,0.18333,0.04435,0.07143,1

ROUGE-L+StopWordRemoval,TASK775,TEXTRANK.TXT,0.13793,0.06838,0.09143,1

ROUGE-1+StopWordRemoval,TASK775,TEXTRANK.TXT,0.26154,0.10059,0.14530,1

ROUGE-2+StopWordRemoval,TASK775,TEXTRANK.TXT,0.03125,0.01190,0.01724,1

ROUGE-L+StopWordRemoval,TASK534,TEXTRANK.TXT,0.29545,0.06806,0.11064,1

ROUGE-1+StopWordRemoval,TASK534,TEXTRANK.TXT,0.45652,0.07071,0.12245,1

ROUGE-2+StopWordRemoval,TASK534,TEXTRANK.TXT,0.11111,0.01689,0.02933,1

ROUGE-L+StopWordRemoval,TASK776,TEXTRANK.TXT,0.18421,0.06422,0.09524,1

ROUGE-1+StopWordRemoval,TASK776,TEXTRANK.TXT,0.33333,0.08824,0.13953,1

ROUGE-2+StopWordRemoval,TASK776,TEXTRANK.TXT,0.02273,0.00592,0.00939,1

ROUGE-L+StopWordRemoval,TASK531,TEXTRANK.TXT,0.44118,0.15464,0.22901,1

ROUGE-1+StopWordRemoval,TASK531,TEXTRANK.TXT,0.48649,0.10588,0.17391,1

ROUGE-2+StopWordRemoval,TASK531,TEXTRANK.TXT,0.22857,0.04734,0.07843,1

ROUGE-L+StopWordRemoval,TASK773,TEXTRANK.TXT,0.20000,0.05970,0.09195,1

ROUGE-1+StopWordRemoval,TASK773,TEXTRANK.TXT,0.43478,0.09852,0.16064,1

ROUGE-2+StopWordRemoval,TASK773,TEXTRANK.TXT,0.06667,0.01485,0.02429,1

ROUGE-L+StopWordRemoval,TASK532,TEXTRANK.TXT,0.18750,0.10227,0.13235,1

ROUGE-1+StopWordRemoval,TASK532,TEXTRANK.TXT,0.26000,0.10236,0.14689,1

ROUGE-2+StopWordRemoval,TASK532,TEXTRANK.TXT,0.08163,0.03175,0.04571,1

ROUGE-L+StopWordRemoval,TASK774,TEXTRANK.TXT,0.20755,0.07483,0.11000,1

ROUGE-1+StopWordRemoval,TASK774,TEXTRANK.TXT,0.37500,0.10825,0.16800,1

ROUGE-2+StopWordRemoval,TASK774,TEXTRANK.TXT,0.09259,0.02591,0.04049,1

ROUGE-L+StopWordRemoval,TASK771,TEXTRANK.TXT,0.21622,0.04938,0.08040,1

ROUGE-1+StopWordRemoval,TASK771,TEXTRANK.TXT,0.53846,0.09906,0.16733,1

ROUGE-2+StopWordRemoval,TASK771,TEXTRANK.TXT,0.15789,0.02844,0.04819,1

ROUGE-L+StopWordRemoval,TASK530,TEXTRANK.TXT,0.50000,0.17526,0.25954,1

ROUGE-1+StopWordRemoval,TASK530,TEXTRANK.TXT,0.63158,0.18898,0.29091,1

ROUGE-2+StopWordRemoval,TASK530,TEXTRANK.TXT,0.37838,0.11111,0.17178,1

ROUGE-L+StopWordRemoval,TASK772,TEXTRANK.TXT,0.40909,0.10843,0.17143,1

ROUGE-1+StopWordRemoval,TASK772,TEXTRANK.TXT,0.57778,0.08754,0.15205,1

ROUGE-2+StopWordRemoval,TASK772,TEXTRANK.TXT,0.25000,0.03716,0.06471,1

ROUGE-L+StopWordRemoval,TASK770,TEXTRANK.TXT,0.18182,0.07547,0.10667,1

ROUGE-1+StopWordRemoval,TASK770,TEXTRANK.TXT,0.36957,0.11184,0.17172,1

ROUGE-2+StopWordRemoval,TASK770,TEXTRANK.TXT,0.13333,0.03974,0.06122,1

ROUGE-L+StopWordRemoval,TASK108,TEXTRANK.TXT,0.35135,0.11818,0.17687,1

ROUGE-1+StopWordRemoval,TASK108,TEXTRANK.TXT,0.48718,0.12338,0.19689,1

ROUGE-2+StopWordRemoval,TASK108,TEXTRANK.TXT,0.21622,0.05229,0.08421,1

ROUGE-L+StopWordRemoval,TASK109,TEXTRANK.TXT,0.33333,0.14130,0.19847,1

ROUGE-1+StopWordRemoval,TASK109,TEXTRANK.TXT,0.54762,0.20721,0.30065,1

ROUGE-2+StopWordRemoval,TASK109,TEXTRANK.TXT,0.20000,0.07273,0.10667,1

ROUGE-L+StopWordRemoval,TASK106,TEXTRANK.TXT,0.31111,0.14737,0.20000,1

ROUGE-1+StopWordRemoval,TASK106,TEXTRANK.TXT,0.54348,0.19231,0.28409,1

ROUGE-2+StopWordRemoval,TASK106,TEXTRANK.TXT,0.22727,0.07752,0.11561,1

ROUGE-L+StopWordRemoval,TASK348,TEXTRANK.TXT,0.27500,0.10476,0.15172,1

ROUGE-1+StopWordRemoval,TASK348,TEXTRANK.TXT,0.54545,0.17021,0.25946,1

ROUGE-2+StopWordRemoval,TASK348,TEXTRANK.TXT,0.14286,0.04286,0.06593,1

ROUGE-L+StopWordRemoval,TASK107,TEXTRANK.TXT,0.30769,0.08000,0.12698,1

ROUGE-1+StopWordRemoval,TASK107,TEXTRANK.TXT,0.40741,0.08333,0.13836,1

ROUGE-2+StopWordRemoval,TASK107,TEXTRANK.TXT,0.16000,0.03053,0.05128,1

ROUGE-L+StopWordRemoval,TASK349,TEXTRANK.TXT,0.91667,0.26613,0.41250,1

ROUGE-1+StopWordRemoval,TASK349,TEXTRANK.TXT,0.92105,0.18519,0.30837,1

ROUGE-2+StopWordRemoval,TASK349,TEXTRANK.TXT,0.86111,0.16489,0.27679,1

ROUGE-L+StopWordRemoval,TASK104,TEXTRANK.TXT,0.22857,0.06299,0.09877,1

ROUGE-1+StopWordRemoval,TASK104,TEXTRANK.TXT,0.47222,0.10759,0.17526,1

ROUGE-2+StopWordRemoval,TASK104,TEXTRANK.TXT,0.11765,0.02548,0.04188,1

ROUGE-L+StopWordRemoval,TASK346,TEXTRANK.TXT,0.16667,0.05376,0.08130,1

ROUGE-1+StopWordRemoval,TASK346,TEXTRANK.TXT,0.33333,0.09091,0.14286,1

ROUGE-2+StopWordRemoval,TASK346,TEXTRANK.TXT,0.03226,0.00833,0.01325,1

ROUGE-L+StopWordRemoval,TASK588,TEXTRANK.TXT,0.61905,0.31325,0.41600,1

ROUGE-1+StopWordRemoval,TASK588,TEXTRANK.TXT,0.68750,0.28947,0.40741,1

ROUGE-2+StopWordRemoval,TASK588,TEXTRANK.TXT,0.46809,0.19469,0.27500,1

ROUGE-L+StopWordRemoval,TASK105,TEXTRANK.TXT,0.46429,0.11712,0.18705,1

ROUGE-1+StopWordRemoval,TASK105,TEXTRANK.TXT,0.57143,0.09697,0.16580,1

ROUGE-2+StopWordRemoval,TASK105,TEXTRANK.TXT,0.34615,0.05488,0.09474,1

ROUGE-L+StopWordRemoval,TASK347,TEXTRANK.TXT,0.63158,0.20870,0.31373,1

ROUGE-1+StopWordRemoval,TASK347,TEXTRANK.TXT,0.75000,0.16667,0.27273,1

ROUGE-2+StopWordRemoval,TASK347,TEXTRANK.TXT,0.66667,0.14213,0.23431,1

ROUGE-L+StopWordRemoval,TASK589,TEXTRANK.TXT,0.23256,0.05988,0.09524,1

ROUGE-1+StopWordRemoval,TASK589,TEXTRANK.TXT,0.41667,0.07605,0.12862,1

ROUGE-2+StopWordRemoval,TASK589,TEXTRANK.TXT,0.04255,0.00763,0.01294,1

ROUGE-L+StopWordRemoval,TASK102,TEXTRANK.TXT,0.35714,0.14706,0.20833,1

ROUGE-1+StopWordRemoval,TASK102,TEXTRANK.TXT,0.65909,0.18590,0.29000,1

ROUGE-2+StopWordRemoval,TASK102,TEXTRANK.TXT,0.35714,0.09677,0.15228,1

ROUGE-L+StopWordRemoval,TASK344,TEXTRANK.TXT,0.73913,0.23944,0.36170,1

ROUGE-1+StopWordRemoval,TASK344,TEXTRANK.TXT,0.77083,0.17130,0.28030,1

ROUGE-2+StopWordRemoval,TASK344,TEXTRANK.TXT,0.65217,0.13953,0.22989,1

ROUGE-L+StopWordRemoval,TASK586,TEXTRANK.TXT,0.33333,0.11111,0.16667,1

ROUGE-1+StopWordRemoval,TASK586,TEXTRANK.TXT,0.45238,0.12667,0.19792,1

ROUGE-2+StopWordRemoval,TASK586,TEXTRANK.TXT,0.24390,0.06711,0.10526,1

ROUGE-L+StopWordRemoval,TASK103,TEXTRANK.TXT,0.22857,0.05926,0.09412,1

ROUGE-1+StopWordRemoval,TASK103,TEXTRANK.TXT,0.48571,0.10241,0.16915,1

ROUGE-2+StopWordRemoval,TASK103,TEXTRANK.TXT,0.21212,0.04242,0.07071,1

ROUGE-L+StopWordRemoval,TASK345,TEXTRANK.TXT,0.78125,0.07508,0.13699,1

ROUGE-1+StopWordRemoval,TASK345,TEXTRANK.TXT,0.91429,0.03376,0.06511,1

ROUGE-2+StopWordRemoval,TASK345,TEXTRANK.TXT,0.51515,0.01818,0.03512,1

ROUGE-L+StopWordRemoval,TASK587,TEXTRANK.TXT,0.30556,0.07483,0.12022,1

ROUGE-1+StopWordRemoval,TASK587,TEXTRANK.TXT,0.54167,0.11454,0.18909,1

ROUGE-2+StopWordRemoval,TASK587,TEXTRANK.TXT,0.19149,0.03982,0.06593,1

ROUGE-L+StopWordRemoval,TASK100,TEXTRANK.TXT,0.17778,0.05063,0.07882,1

ROUGE-1+StopWordRemoval,TASK100,TEXTRANK.TXT,0.45652,0.08171,0.13861,1

ROUGE-2+StopWordRemoval,TASK100,TEXTRANK.TXT,0.11364,0.01953,0.03333,1

ROUGE-L+StopWordRemoval,TASK342,TEXTRANK.TXT,0.14634,0.05556,0.08054,1

ROUGE-1+StopWordRemoval,TASK342,TEXTRANK.TXT,0.28571,0.08889,0.13559,1

ROUGE-2+StopWordRemoval,TASK342,TEXTRANK.TXT,0.07500,0.02239,0.03448,1

ROUGE-L+StopWordRemoval,TASK584,TEXTRANK.TXT,0.14286,0.05505,0.07947,1

ROUGE-1+StopWordRemoval,TASK584,TEXTRANK.TXT,0.31818,0.10219,0.15470,1

ROUGE-2+StopWordRemoval,TASK584,TEXTRANK.TXT,0.06977,0.02206,0.03352,1

ROUGE-L+StopWordRemoval,TASK101,TEXTRANK.TXT,0.25000,0.09091,0.13333,1

ROUGE-1+StopWordRemoval,TASK101,TEXTRANK.TXT,0.60000,0.19200,0.29091,1

ROUGE-2+StopWordRemoval,TASK101,TEXTRANK.TXT,0.31579,0.09677,0.14815,1

ROUGE-L+StopWordRemoval,TASK343,TEXTRANK.TXT,0.30952,0.09774,0.14857,1

ROUGE-1+StopWordRemoval,TASK343,TEXTRANK.TXT,0.71111,0.16410,0.26667,1

ROUGE-2+StopWordRemoval,TASK343,TEXTRANK.TXT,0.32558,0.07216,0.11814,1

ROUGE-L+StopWordRemoval,TASK585,TEXTRANK.TXT,0.16667,0.06202,0.09040,1

ROUGE-1+StopWordRemoval,TASK585,TEXTRANK.TXT,0.38000,0.11243,0.17352,1

ROUGE-2+StopWordRemoval,TASK585,TEXTRANK.TXT,0.14286,0.04167,0.06452,1

ROUGE-L+StopWordRemoval,TASK340,TEXTRANK.TXT,0.15789,0.03109,0.05195,1

ROUGE-1+StopWordRemoval,TASK340,TEXTRANK.TXT,0.23529,0.04040,0.06897,1

ROUGE-2+StopWordRemoval,TASK340,TEXTRANK.TXT,0.08163,0.01351,0.02319,1

ROUGE-L+StopWordRemoval,TASK582,TEXTRANK.TXT,0.25000,0.10092,0.14379,1

ROUGE-1+StopWordRemoval,TASK582,TEXTRANK.TXT,0.41304,0.12583,0.19289,1

ROUGE-2+StopWordRemoval,TASK582,TEXTRANK.TXT,0.08889,0.02667,0.04103,1

ROUGE-L+StopWordRemoval,TASK341,TEXTRANK.TXT,0.39394,0.13830,0.20472,1

ROUGE-1+StopWordRemoval,TASK341,TEXTRANK.TXT,0.58974,0.15033,0.23958,1

ROUGE-2+StopWordRemoval,TASK341,TEXTRANK.TXT,0.27027,0.06579,0.10582,1

ROUGE-L+StopWordRemoval,TASK583,TEXTRANK.TXT,0.24324,0.06767,0.10588,1

ROUGE-1+StopWordRemoval,TASK583,TEXTRANK.TXT,0.48837,0.10500,0.17284,1

ROUGE-2+StopWordRemoval,TASK583,TEXTRANK.TXT,0.19048,0.04020,0.06639,1

ROUGE-L+StopWordRemoval,TASK580,TEXTRANK.TXT,0.16667,0.05405,0.08163,1

ROUGE-1+StopWordRemoval,TASK580,TEXTRANK.TXT,0.35714,0.09091,0.14493,1

ROUGE-2+StopWordRemoval,TASK580,TEXTRANK.TXT,0.09756,0.02439,0.03902,1

ROUGE-L+StopWordRemoval,TASK581,TEXTRANK.TXT,0.08889,0.04494,0.05970,1

ROUGE-1+StopWordRemoval,TASK581,TEXTRANK.TXT,0.22000,0.09091,0.12865,1

ROUGE-2+StopWordRemoval,TASK581,TEXTRANK.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,TASK119,TEXTRANK.TXT,0.20690,0.03371,0.05797,1

ROUGE-1+StopWordRemoval,TASK119,TEXTRANK.TXT,0.22500,0.03072,0.05405,1

ROUGE-2+StopWordRemoval,TASK119,TEXTRANK.TXT,0.02632,0.00342,0.00606,1

ROUGE-L+StopWordRemoval,TASK117,TEXTRANK.TXT,0.19512,0.05882,0.09040,1

ROUGE-1+StopWordRemoval,TASK117,TEXTRANK.TXT,0.44186,0.09948,0.16239,1

ROUGE-2+StopWordRemoval,TASK117,TEXTRANK.TXT,0.04878,0.01053,0.01732,1

ROUGE-L+StopWordRemoval,TASK359,TEXTRANK.TXT,0.32432,0.12371,0.17910,1

ROUGE-1+StopWordRemoval,TASK359,TEXTRANK.TXT,0.60526,0.15436,0.24599,1

ROUGE-2+StopWordRemoval,TASK359,TEXTRANK.TXT,0.16667,0.04054,0.06522,1

ROUGE-L+StopWordRemoval,TASK118,TEXTRANK.TXT,0.58065,0.17308,0.26667,1

ROUGE-1+StopWordRemoval,TASK118,TEXTRANK.TXT,0.64706,0.15942,0.25581,1

ROUGE-2+StopWordRemoval,TASK118,TEXTRANK.TXT,0.46875,0.10949,0.17751,1

ROUGE-L+StopWordRemoval,TASK115,TEXTRANK.TXT,0.31707,0.06533,0.10833,1

ROUGE-1+StopWordRemoval,TASK115,TEXTRANK.TXT,0.56098,0.07372,0.13031,1

ROUGE-2+StopWordRemoval,TASK115,TEXTRANK.TXT,0.23077,0.02894,0.05143,1

ROUGE-L+StopWordRemoval,TASK357,TEXTRANK.TXT,0.32353,0.08800,0.13836,1

ROUGE-1+StopWordRemoval,TASK357,TEXTRANK.TXT,0.46341,0.10440,0.17040,1

ROUGE-2+StopWordRemoval,TASK357,TEXTRANK.TXT,0.15385,0.03315,0.05455,1

ROUGE-L+StopWordRemoval,TASK599,TEXTRANK.TXT,0.26087,0.08163,0.12435,1

ROUGE-1+StopWordRemoval,TASK599,TEXTRANK.TXT,0.47917,0.09163,0.15385,1

ROUGE-2+StopWordRemoval,TASK599,TEXTRANK.TXT,0.19149,0.03600,0.06061,1

ROUGE-L+StopWordRemoval,TASK116,TEXTRANK.TXT,0.33333,0.08247,0.13223,1

ROUGE-1+StopWordRemoval,TASK116,TEXTRANK.TXT,0.68000,0.12782,0.21519,1

ROUGE-2+StopWordRemoval,TASK116,TEXTRANK.TXT,0.26087,0.04545,0.07742,1

ROUGE-L+StopWordRemoval,TASK358,TEXTRANK.TXT,0.16216,0.06593,0.09375,1

ROUGE-1+StopWordRemoval,TASK358,TEXTRANK.TXT,0.21951,0.07895,0.11613,1

ROUGE-2+StopWordRemoval,TASK358,TEXTRANK.TXT,0.00000,0.00000,0.00000,1

ROUGE-L+StopWordRemoval,TASK113,TEXTRANK.TXT,0.20000,0.06000,0.09231,1

ROUGE-1+StopWordRemoval,TASK113,TEXTRANK.TXT,0.37500,0.08759,0.14201,1

ROUGE-2+StopWordRemoval,TASK113,TEXTRANK.TXT,0.16667,0.03676,0.06024,1

ROUGE-L+StopWordRemoval,TASK355,TEXTRANK.TXT,0.37209,0.12030,0.18182,1

ROUGE-1+StopWordRemoval,TASK355,TEXTRANK.TXT,0.45652,0.09859,0.16216,1

ROUGE-2+StopWordRemoval,TASK355,TEXTRANK.TXT,0.22727,0.04717,0.07812,1

ROUGE-L+StopWordRemoval,TASK597,TEXTRANK.TXT,0.19444,0.06667,0.09929,1

ROUGE-1+StopWordRemoval,TASK597,TEXTRANK.TXT,0.33333,0.10345,0.15789,1

ROUGE-2+StopWordRemoval,TASK597,TEXTRANK.TXT,0.06818,0.02083,0.03191,1

ROUGE-L+StopWordRemoval,TASK114,TEXTRANK.TXT,0.33333,0.07921,0.12800,1

ROUGE-1+StopWordRemoval,TASK114,TEXTRANK.TXT,0.42308,0.07971,0.13415,1

ROUGE-2+StopWordRemoval,TASK114,TEXTRANK.TXT,0.12500,0.02190,0.03727,1

ROUGE-L+StopWordRemoval,TASK356,TEXTRANK.TXT,0.88571,0.23134,0.36686,1

ROUGE-1+StopWordRemoval,TASK356,TEXTRANK.TXT,0.91429,0.11470,0.20382,1

ROUGE-2+StopWordRemoval,TASK356,TEXTRANK.TXT,0.84848,0.10072,0.18006,1

ROUGE-L+StopWordRemoval,TASK598,TEXTRANK.TXT,0.18182,0.04571,0.07306,1

ROUGE-1+StopWordRemoval,TASK598,TEXTRANK.TXT,0.42857,0.08537,0.14237,1

ROUGE-2+StopWordRemoval,TASK598,TEXTRANK.TXT,0.04167,0.00816,0.01365,1

ROUGE-L+StopWordRemoval,TASK111,TEXTRANK.TXT,0.21212,0.06481,0.09929,1

ROUGE-1+StopWordRemoval,TASK111,TEXTRANK.TXT,0.43243,0.11034,0.17582,1

ROUGE-2+StopWordRemoval,TASK111,TEXTRANK.TXT,0.11429,0.02778,0.04469,1

ROUGE-L+StopWordRemoval,TASK353,TEXTRANK.TXT,0.25641,0.06711,0.10638,1

ROUGE-1+StopWordRemoval,TASK353,TEXTRANK.TXT,0.41463,0.08333,0.13878,1

ROUGE-2+StopWordRemoval,TASK353,TEXTRANK.TXT,0.07692,0.01478,0.02479,1

ROUGE-L+StopWordRemoval,TASK595,TEXTRANK.TXT,0.27907,0.08392,0.12903,1

ROUGE-1+StopWordRemoval,TASK595,TEXTRANK.TXT,0.41176,0.09211,0.15054,1

ROUGE-2+StopWordRemoval,TASK595,TEXTRANK.TXT,0.12000,0.02643,0.04332,1

ROUGE-L+StopWordRemoval,TASK112,TEXTRANK.TXT,0.20455,0.10976,0.14286,1

ROUGE-1+StopWordRemoval,TASK112,TEXTRANK.TXT,0.36957,0.16190,0.22517,1

ROUGE-2+StopWordRemoval,TASK112,TEXTRANK.TXT,0.18182,0.07692,0.10811,1

ROUGE-L+StopWordRemoval,TASK354,TEXTRANK.TXT,0.34615,0.06294,0.10651,1

