ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,206,KM.TXT,0.25,0.13333,0.17391,1
,,,,,,
ROUGE-L+StopWordRemoval,327,KM.TXT,0.23684,0.08911,0.1295,1
,,,,,,
ROUGE-1+StopWordRemoval,327,KM.TXT,0.44186,0.1338,0.20541,1
,,,,,,
ROUGE-2+StopWordRemoval,327,KM.TXT,0.14634,0.04255,0.06593,1
,,,,,,
ROUGE-L+StopWordRemoval,448,KM.TXT,0.23684,0.11842,0.15789,1
,,,,,,
ROUGE-1+StopWordRemoval,448,KM.TXT,0.42105,0.17391,0.24615,1
,,,,,,
ROUGE-2+StopWordRemoval,448,KM.TXT,0.19444,0.07692,0.11024,1
,,,,,,
ROUGE-L+StopWordRemoval,207,KM.TXT,0.15,0.03297,0.05405,1
,,,,,,
ROUGE-1+StopWordRemoval,207,KM.TXT,0.33333,0.06667,0.11111,1
,,,,,,
ROUGE-2+StopWordRemoval,207,KM.TXT,0.10526,0.01923,0.03252,1
,,,,,,
ROUGE-L+StopWordRemoval,328,KM.TXT,0.18605,0.08696,0.11852,1
,,,,,,
ROUGE-1+StopWordRemoval,328,KM.TXT,0.33333,0.125,0.18182,1
,,,,,,
ROUGE-2+StopWordRemoval,328,KM.TXT,0.09302,0.03361,0.04938,1
,,,,,,
ROUGE-L+StopWordRemoval,449,KM.TXT,0.30556,0.13095,0.18333,1
,,,,,,
ROUGE-1+StopWordRemoval,449,KM.TXT,0.41463,0.13178,0.2,1
,,,,,,
ROUGE-2+StopWordRemoval,449,KM.TXT,0.20513,0.0625,0.09581,1
,,,,,,
ROUGE-L+StopWordRemoval,208,KM.TXT,0.1875,0.05405,0.08392,1
,,,,,,
ROUGE-1+StopWordRemoval,208,KM.TXT,0.22857,0.05405,0.08743,1
,,,,,,
ROUGE-2+StopWordRemoval,208,KM.TXT,0.09091,0.02041,0.03333,1
,,,,,,
ROUGE-L+StopWordRemoval,329,KM.TXT,0.15,0.06383,0.08955,1
,,,,,,
ROUGE-1+StopWordRemoval,329,KM.TXT,0.29787,0.13084,0.18182,1
,,,,,,
ROUGE-2+StopWordRemoval,329,KM.TXT,0.08889,0.03774,0.05298,1
,,,,,,
ROUGE-L+StopWordRemoval,209,KM.TXT,0.24242,0.08247,0.12308,1
,,,,,,
ROUGE-1+StopWordRemoval,209,KM.TXT,0.42857,0.10714,0.17143,1
,,,,,,
ROUGE-2+StopWordRemoval,209,KM.TXT,0.15152,0.03597,0.05814,1
,,,,,,
ROUGE-L+StopWordRemoval,450,KM.TXT,0.5,0.19178,0.27723,1
,,,,,,
ROUGE-1+StopWordRemoval,450,KM.TXT,0.58621,0.18681,0.28333,1
,,,,,,
ROUGE-2+StopWordRemoval,450,KM.TXT,0.37037,0.11111,0.17094,1
,,,,,,
ROUGE-L+StopWordRemoval,330,KM.TXT,0.15625,0.06329,0.09009,1
,,,,,,
ROUGE-1+StopWordRemoval,330,KM.TXT,0.1875,0.06452,0.096,1
,,,,,,
ROUGE-2+StopWordRemoval,330,KM.TXT,0,0,0,1
,,,,,,
ROUGE-L+StopWordRemoval,451,KM.TXT,0.37143,0.19697,0.25743,1
,,,,,,
ROUGE-1+StopWordRemoval,451,KM.TXT,0.44444,0.18605,0.2623,1
,,,,,,
ROUGE-2+StopWordRemoval,451,KM.TXT,0.23529,0.09412,0.13445,1
,,,,,,
ROUGE-L+StopWordRemoval,210,KM.TXT,0.2381,0.08547,0.12579,1
,,,,,,
ROUGE-1+StopWordRemoval,210,KM.TXT,0.46667,0.13816,0.2132,1
,,,,,,
ROUGE-2+StopWordRemoval,210,KM.TXT,0.04651,0.01325,0.02062,1
,,,,,,
ROUGE-L+StopWordRemoval,331,KM.TXT,0.14706,0.05263,0.07752,1
,,,,,,
ROUGE-1+StopWordRemoval,331,KM.TXT,0.375,0.12712,0.18987,1
,,,,,,
ROUGE-2+StopWordRemoval,331,KM.TXT,0.02632,0.00855,0.0129,1
,,,,,,
ROUGE-L+StopWordRemoval,452,KM.TXT,0.33333,0.10811,0.16327,1
,,,,,,
ROUGE-1+StopWordRemoval,452,KM.TXT,0.375,0.11111,0.17143,1
,,,,,,
ROUGE-2+StopWordRemoval,452,KM.TXT,0.22727,0.0625,0.09804,1
,,,,,,
ROUGE-L+StopWordRemoval,211,KM.TXT,0.26471,0.09474,0.13953,1
,,,,,,
ROUGE-1+StopWordRemoval,211,KM.TXT,0.38235,0.10484,0.16456,1
,,,,,,
ROUGE-2+StopWordRemoval,211,KM.TXT,0.125,0.03252,0.05161,1
,,,,,,
ROUGE-L+StopWordRemoval,332,KM.TXT,0.2,0.07143,0.10526,1
,,,,,,
ROUGE-1+StopWordRemoval,332,KM.TXT,0.34615,0.10345,0.15929,1
,,,,,,
ROUGE-2+StopWordRemoval,332,KM.TXT,0.04167,0.01163,0.01818,1
,,,,,,
ROUGE-L+StopWordRemoval,453,KM.TXT,0.19608,0.10989,0.14085,1
,,,,,,
ROUGE-1+StopWordRemoval,453,KM.TXT,0.45455,0.2193,0.29586,1
,,,,,,
ROUGE-2+StopWordRemoval,453,KM.TXT,0.20755,0.09735,0.13253,1
,,,,,,
ROUGE-L+StopWordRemoval,212,KM.TXT,0.1,0.03488,0.05172,1
,,,,,,
ROUGE-1+StopWordRemoval,212,KM.TXT,0.16667,0.04717,0.07353,1
,,,,,,
ROUGE-2+StopWordRemoval,212,KM.TXT,0.03571,0.00952,0.01504,1
,,,,,,
ROUGE-L+StopWordRemoval,333,KM.TXT,0.28,0.09722,0.14433,1
,,,,,,
ROUGE-1+StopWordRemoval,333,KM.TXT,0.37736,0.09804,0.15564,1
,,,,,,
ROUGE-2+StopWordRemoval,333,KM.TXT,0.11765,0.02956,0.04724,1
,,,,,,
ROUGE-L+StopWordRemoval,454,KM.TXT,0.11364,0.0463,0.06579,1
,,,,,,
ROUGE-1+StopWordRemoval,454,KM.TXT,0.35556,0.1203,0.17978,1
,,,,,,
ROUGE-2+StopWordRemoval,454,KM.TXT,0.04651,0.01515,0.02286,1
,,,,,,
ROUGE-L+StopWordRemoval,213,KM.TXT,0.225,0.10227,0.14063,1
,,,,,,
ROUGE-1+StopWordRemoval,213,KM.TXT,0.3,0.11429,0.16552,1
,,,,,,
ROUGE-2+StopWordRemoval,213,KM.TXT,0.13158,0.04808,0.07042,1
,,,,,,
ROUGE-L+StopWordRemoval,334,KM.TXT,0.17778,0.07207,0.10256,1
,,,,,,
ROUGE-1+StopWordRemoval,334,KM.TXT,0.30189,0.11189,0.16327,1
,,,,,,
ROUGE-2+StopWordRemoval,334,KM.TXT,0.07843,0.02817,0.04145,1
,,,,,,
ROUGE-L+StopWordRemoval,455,KM.TXT,0.2439,0.12048,0.16129,1
,,,,,,
ROUGE-1+StopWordRemoval,455,KM.TXT,0.38636,0.15596,0.22222,1
,,,,,,
ROUGE-2+StopWordRemoval,455,KM.TXT,0.07143,0.02778,0.04,1
,,,,,,
ROUGE-L+StopWordRemoval,214,KM.TXT,0.26667,0.11111,0.15686,1
,,,,,,
ROUGE-1+StopWordRemoval,214,KM.TXT,0.35484,0.10577,0.16296,1
,,,,,,
ROUGE-2+StopWordRemoval,214,KM.TXT,0.13793,0.03883,0.06061,1
,,,,,,
ROUGE-L+StopWordRemoval,335,KM.TXT,0.30435,0.08974,0.13861,1
,,,,,,
ROUGE-1+StopWordRemoval,335,KM.TXT,0.33333,0.07843,0.12698,1
,,,,,,
ROUGE-2+StopWordRemoval,335,KM.TXT,0.18182,0.0396,0.06504,1
,,,,,,
ROUGE-L+StopWordRemoval,456,KM.TXT,0.16667,0.07609,0.10448,1
,,,,,,
ROUGE-1+StopWordRemoval,456,KM.TXT,0.38636,0.16505,0.23129,1
,,,,,,
ROUGE-2+StopWordRemoval,456,KM.TXT,0.07143,0.02941,0.04167,1
,,,,,,
ROUGE-L+StopWordRemoval,215,KM.TXT,0.25,0.11268,0.15534,1
,,,,,,
ROUGE-1+StopWordRemoval,215,KM.TXT,0.36842,0.15217,0.21538,1
,,,,,,
ROUGE-2+StopWordRemoval,215,KM.TXT,0.13889,0.05495,0.07874,1
,,,,,,
ROUGE-L+StopWordRemoval,336,KM.TXT,0.42424,0.10448,0.16766,1
,,,,,,
ROUGE-1+StopWordRemoval,336,KM.TXT,0.70588,0.10526,0.18321,1
,,,,,,
ROUGE-2+StopWordRemoval,336,KM.TXT,0.4375,0.06167,0.10811,1
,,,,,,
ROUGE-L+StopWordRemoval,457,KM.TXT,0.15,0.06383,0.08955,1
,,,,,,
ROUGE-1+StopWordRemoval,457,KM.TXT,0.29787,0.13084,0.18182,1
,,,,,,
ROUGE-2+StopWordRemoval,457,KM.TXT,0.08889,0.03774,0.05298,1
,,,,,,
ROUGE-L+StopWordRemoval,216,KM.TXT,0.38462,0.07353,0.12346,1
,,,,,,
ROUGE-1+StopWordRemoval,216,KM.TXT,0.57143,0.07583,0.13389,1
,,,,,,
ROUGE-2+StopWordRemoval,216,KM.TXT,0.26923,0.03333,0.05932,1
,,,,,,
ROUGE-L+StopWordRemoval,337,KM.TXT,0.22222,0.05031,0.08205,1
,,,,,,
ROUGE-1+StopWordRemoval,337,KM.TXT,0.4359,0.08252,0.13878,1
,,,,,,
ROUGE-2+StopWordRemoval,337,KM.TXT,0.16216,0.02927,0.04959,1
,,,,,,
ROUGE-L+StopWordRemoval,458,KM.TXT,0.1875,0.07595,0.10811,1
,,,,,,
ROUGE-1+StopWordRemoval,458,KM.TXT,0.34375,0.11224,0.16923,1
,,,,,,
ROUGE-2+StopWordRemoval,458,KM.TXT,0.06667,0.02062,0.0315,1
,,,,,,
ROUGE-L+StopWordRemoval,217,KM.TXT,0.17143,0.08451,0.11321,1
,,,,,,
ROUGE-1+StopWordRemoval,217,KM.TXT,0.38889,0.16867,0.23529,1
,,,,,,
ROUGE-2+StopWordRemoval,217,KM.TXT,0.02941,0.0122,0.01724,1
,,,,,,
ROUGE-L+StopWordRemoval,338,KM.TXT,0.26471,0.09091,0.13534,1
,,,,,,
ROUGE-1+StopWordRemoval,338,KM.TXT,0.525,0.14583,0.22826,1
,,,,,,
ROUGE-2+StopWordRemoval,338,KM.TXT,0.18421,0.04895,0.07735,1
,,,,,,
ROUGE-L+StopWordRemoval,459,KM.TXT,0.30233,0.15663,0.20635,1
,,,,,,
ROUGE-1+StopWordRemoval,459,KM.TXT,0.48837,0.22581,0.30882,1
,,,,,,
ROUGE-2+StopWordRemoval,459,KM.TXT,0.29268,0.13043,0.18045,1
,,,,,,
ROUGE-L+StopWordRemoval,218,KM.TXT,0.1875,0.08,0.11215,1
,,,,,,
ROUGE-1+StopWordRemoval,218,KM.TXT,0.34286,0.13953,0.19835,1
,,,,,,
ROUGE-2+StopWordRemoval,218,KM.TXT,0.09091,0.03529,0.05085,1
,,,,,,
ROUGE-L+StopWordRemoval,339,KM.TXT,0.33333,0.1087,0.16393,1
,,,,,,
ROUGE-1+StopWordRemoval,339,KM.TXT,0.53125,0.15888,0.2446,1
,,,,,,
ROUGE-2+StopWordRemoval,339,KM.TXT,0.13333,0.03774,0.05882,1
,,,,,,
ROUGE-L+StopWordRemoval,219,KM.TXT,0.15,0.06897,0.09449,1
,,,,,,
ROUGE-1+StopWordRemoval,219,KM.TXT,0.18182,0.07207,0.10323,1
,,,,,,
ROUGE-2+StopWordRemoval,219,KM.TXT,0.02381,0.00909,0.01316,1
,,,,,,
ROUGE-L+StopWordRemoval,460,KM.TXT,0.20588,0.07527,0.11024,1
,,,,,,
ROUGE-1+StopWordRemoval,460,KM.TXT,0.35,0.11966,0.17834,1
,,,,,,
ROUGE-2+StopWordRemoval,460,KM.TXT,0.02632,0.00862,0.01299,1
,,,,,,
ROUGE-L+StopWordRemoval,340,KM.TXT,0.25,0.08537,0.12727,1
,,,,,,
ROUGE-1+StopWordRemoval,340,KM.TXT,0.3871,0.12121,0.18462,1
,,,,,,
ROUGE-2+StopWordRemoval,340,KM.TXT,0.06897,0.02041,0.0315,1
,,,,,,
ROUGE-L+StopWordRemoval,461,KM.TXT,0.44,0.11,0.176,1
,,,,,,
ROUGE-1+StopWordRemoval,461,KM.TXT,0.57692,0.11538,0.19231,1
,,,,,,
ROUGE-2+StopWordRemoval,461,KM.TXT,0.29167,0.05426,0.0915,1
,,,,,,
ROUGE-L+StopWordRemoval,220,KM.TXT,0.15625,0.07143,0.09804,1
,,,,,,
ROUGE-1+StopWordRemoval,220,KM.TXT,0.30556,0.13415,0.18644,1
,,,,,,
ROUGE-2+StopWordRemoval,220,KM.TXT,0.08824,0.03704,0.05217,1
,,,,,,
ROUGE-L+StopWordRemoval,341,KM.TXT,0.21875,0.06481,0.1,1
,,,,,,
ROUGE-1+StopWordRemoval,341,KM.TXT,0.42424,0.09929,0.16092,1
,,,,,,
ROUGE-2+StopWordRemoval,341,KM.TXT,0.16129,0.03571,0.05848,1
,,,,,,
ROUGE-L+StopWordRemoval,462,KM.TXT,0.26471,0.09091,0.13534,1
,,,,,,
ROUGE-1+StopWordRemoval,462,KM.TXT,0.525,0.14583,0.22826,1
,,,,,,
ROUGE-2+StopWordRemoval,462,KM.TXT,0.18421,0.04895,0.07735,1
,,,,,,
ROUGE-L+StopWordRemoval,100,KM.TXT,0.29032,0.08411,0.13043,1
,,,,,,
ROUGE-1+StopWordRemoval,100,KM.TXT,0.41935,0.10236,0.16456,1
,,,,,,
ROUGE-2+StopWordRemoval,100,KM.TXT,0.17241,0.03968,0.06452,1
,,,,,,
ROUGE-L+StopWordRemoval,221,KM.TXT,0.13158,0.05882,0.0813,1
,,,,,,
ROUGE-1+StopWordRemoval,221,KM.TXT,0.25,0.10924,0.15205,1
,,,,,,
ROUGE-2+StopWordRemoval,221,KM.TXT,0.14,0.05932,0.08333,1
,,,,,,
ROUGE-L+StopWordRemoval,342,KM.TXT,0.14634,0.05607,0.08108,1
,,,,,,
ROUGE-1+StopWordRemoval,342,KM.TXT,0.30233,0.10156,0.15205,1
,,,,,,
ROUGE-2+StopWordRemoval,342,KM.TXT,0.04878,0.01575,0.02381,1
,,,,,,
ROUGE-L+StopWordRemoval,463,KM.TXT,0.19444,0.08333,0.11667,1
,,,,,,
ROUGE-1+StopWordRemoval,463,KM.TXT,0.28571,0.1165,0.16552,1
,,,,,,
ROUGE-2+StopWordRemoval,463,KM.TXT,0.05,0.01961,0.02817,1
,,,,,,
ROUGE-L+StopWordRemoval,101,KM.TXT,0.18519,0.06579,0.09709,1
,,,,,,
ROUGE-1+StopWordRemoval,101,KM.TXT,0.27586,0.09091,0.13675,1
,,,,,,
ROUGE-2+StopWordRemoval,101,KM.TXT,0.07407,0.02299,0.03509,1
,,,,,,
ROUGE-L+StopWordRemoval,222,KM.TXT,0.23077,0.0625,0.09836,1
,,,,,,
ROUGE-1+StopWordRemoval,222,KM.TXT,0.33333,0.07556,0.12319,1
,,,,,,
ROUGE-2+StopWordRemoval,222,KM.TXT,0.12245,0.02679,0.04396,1
,,,,,,
ROUGE-L+StopWordRemoval,343,KM.TXT,0.27586,0.12308,0.17021,1
,,,,,,
ROUGE-1+StopWordRemoval,343,KM.TXT,0.31579,0.13953,0.19355,1
,,,,,,
ROUGE-2+StopWordRemoval,343,KM.TXT,0.11111,0.04706,0.06612,1
,,,,,,
ROUGE-L+StopWordRemoval,464,KM.TXT,0.17391,0.05882,0.08791,1
,,,,,,
ROUGE-1+StopWordRemoval,464,KM.TXT,0.29167,0.0875,0.13462,1
,,,,,,
ROUGE-2+StopWordRemoval,464,KM.TXT,0.04545,0.01266,0.0198,1
,,,,,,
ROUGE-L+StopWordRemoval,102,KM.TXT,0.25,0.10989,0.15267,1
,,,,,,
ROUGE-1+StopWordRemoval,102,KM.TXT,0.31915,0.13514,0.18987,1
,,,,,,
ROUGE-2+StopWordRemoval,102,KM.TXT,0.13333,0.05455,0.07742,1
,,,,,,
ROUGE-L+StopWordRemoval,223,KM.TXT,0.35714,0.12195,0.18182,1
,,,,,,
ROUGE-1+StopWordRemoval,223,KM.TXT,0.46939,0.13939,0.21495,1
,,,,,,
ROUGE-2+StopWordRemoval,223,KM.TXT,0.17021,0.04878,0.07583,1
,,,,,,
ROUGE-L+StopWordRemoval,344,KM.TXT,0.11429,0.05797,0.07692,1
,,,,,,
ROUGE-1+StopWordRemoval,344,KM.TXT,0.16216,0.06977,0.09756,1
,,,,,,
ROUGE-2+StopWordRemoval,344,KM.TXT,0,0,0,1
,,,,,,
ROUGE-L+StopWordRemoval,465,KM.TXT,0.36667,0.125,0.18644,1
,,,,,,
ROUGE-1+StopWordRemoval,465,KM.TXT,0.5,0.15094,0.23188,1
,,,,,,
ROUGE-2+StopWordRemoval,465,KM.TXT,0.1,0.02857,0.04444,1
,,,,,,
ROUGE-L+StopWordRemoval,103,KM.TXT,0.29412,0.12346,0.17391,1
,,,,,,
ROUGE-1+StopWordRemoval,103,KM.TXT,0.5,0.20202,0.28777,1
,,,,,,
ROUGE-2+StopWordRemoval,103,KM.TXT,0.15789,0.06122,0.08824,1
,,,,,,
ROUGE-L+StopWordRemoval,224,KM.TXT,0.19444,0.09722,0.12963,1
,,,,,,
ROUGE-1+StopWordRemoval,224,KM.TXT,0.27027,0.1,0.14599,1
,,,,,,
ROUGE-2+StopWordRemoval,224,KM.TXT,0.08571,0.0303,0.04478,1
,,,,,,
ROUGE-L+StopWordRemoval,345,KM.TXT,0.25926,0.08235,0.125,1
,,,,,,
ROUGE-1+StopWordRemoval,345,KM.TXT,0.44828,0.125,0.19549,1
,,,,,,
ROUGE-2+StopWordRemoval,345,KM.TXT,0.14815,0.03883,0.06154,1
,,,,,,
ROUGE-L+StopWordRemoval,466,KM.TXT,0.39286,0.12222,0.18644,1
,,,,,,
ROUGE-1+StopWordRemoval,466,KM.TXT,0.41935,0.12264,0.18978,1
,,,,,,
ROUGE-2+StopWordRemoval,466,KM.TXT,0.06897,0.01905,0.02985,1
,,,,,,
ROUGE-L+StopWordRemoval,104,KM.TXT,0.15625,0.06667,0.09346,1
,,,,,,
ROUGE-1+StopWordRemoval,104,KM.TXT,0.25,0.08696,0.12903,1
,,,,,,
ROUGE-2+StopWordRemoval,104,KM.TXT,0.06667,0.02198,0.03306,1
,,,,,,
ROUGE-L+StopWordRemoval,225,KM.TXT,0.31818,0.22581,0.26415,1
,,,,,,
ROUGE-1+StopWordRemoval,225,KM.TXT,0.52174,0.31579,0.39344,1
,,,,,,
ROUGE-2+StopWordRemoval,225,KM.TXT,0.29545,0.17333,0.21849,1
,,,,,,
ROUGE-L+StopWordRemoval,346,KM.TXT,0.15625,0.07692,0.10309,1
,,,,,,
ROUGE-1+StopWordRemoval,346,KM.TXT,0.30303,0.13514,0.18692,1
,,,,,,
ROUGE-2+StopWordRemoval,346,KM.TXT,0.03226,0.0137,0.01923,1
,,,,,,
ROUGE-L+StopWordRemoval,467,KM.TXT,0.34483,0.13333,0.19231,1
,,,,,,
ROUGE-1+StopWordRemoval,467,KM.TXT,0.5,0.14019,0.21898,1
,,,,,,
ROUGE-2+StopWordRemoval,467,KM.TXT,0.21429,0.0566,0.08955,1
,,,,,,
ROUGE-L+StopWordRemoval,105,KM.TXT,0.17647,0.07143,0.10169,1
,,,,,,
ROUGE-1+StopWordRemoval,105,KM.TXT,0.35,0.12963,0.18919,1
,,,,,,
ROUGE-2+StopWordRemoval,105,KM.TXT,0.02632,0.00935,0.01379,1
,,,,,,
ROUGE-L+StopWordRemoval,226,KM.TXT,0.34783,0.05839,0.1,1
,,,,,,
ROUGE-1+StopWordRemoval,226,KM.TXT,0.31034,0.05143,0.08824,1
,,,,,,
ROUGE-2+StopWordRemoval,226,KM.TXT,0.14815,0.02299,0.0398,1
,,,,,,
ROUGE-L+StopWordRemoval,347,KM.TXT,0.24242,0.08247,0.12308,1
,,,,,,
ROUGE-1+StopWordRemoval,347,KM.TXT,0.42857,0.10714,0.17143,1
,,,,,,
ROUGE-2+StopWordRemoval,347,KM.TXT,0.15152,0.03597,0.05814,1
,,,,,,
ROUGE-L+StopWordRemoval,468,KM.TXT,0.11429,0.05479,0.07407,1
,,,,,,
ROUGE-1+StopWordRemoval,468,KM.TXT,0.21622,0.09302,0.13008,1
,,,,,,
ROUGE-2+StopWordRemoval,468,KM.TXT,0.02857,0.01176,0.01667,1
,,,,,,
ROUGE-L+StopWordRemoval,106,KM.TXT,0.44,0.11,0.176,1
,,,,,,
ROUGE-1+StopWordRemoval,106,KM.TXT,0.57692,0.11538,0.19231,1
,,,,,,
ROUGE-2+StopWordRemoval,106,KM.TXT,0.29167,0.05426,0.0915,1
,,,,,,
ROUGE-L+StopWordRemoval,227,KM.TXT,0.27778,0.10638,0.15385,1
,,,,,,
ROUGE-1+StopWordRemoval,227,KM.TXT,0.43902,0.125,0.19459,1
,,,,,,
ROUGE-2+StopWordRemoval,227,KM.TXT,0.15385,0.04196,0.06593,1
,,,,,,
ROUGE-L+StopWordRemoval,348,KM.TXT,0.1875,0.05714,0.08759,1
,,,,,,
ROUGE-1+StopWordRemoval,348,KM.TXT,0.28125,0.07377,0.11688,1
,,,,,,
ROUGE-2+StopWordRemoval,348,KM.TXT,0.06667,0.01653,0.02649,1
,,,,,,
ROUGE-L+StopWordRemoval,469,KM.TXT,0.18519,0.05208,0.0813,1
,,,,,,
ROUGE-1+StopWordRemoval,469,KM.TXT,0.41379,0.09756,0.15789,1
,,,,,,
ROUGE-2+StopWordRemoval,469,KM.TXT,0.11111,0.02459,0.04027,1
,,,,,,
ROUGE-L+StopWordRemoval,107,KM.TXT,0.44828,0.15294,0.22807,1
,,,,,,
ROUGE-1+StopWordRemoval,107,KM.TXT,0.53333,0.16162,0.24806,1
,,,,,,
ROUGE-2+StopWordRemoval,107,KM.TXT,0.28571,0.08163,0.12698,1
,,,,,,
ROUGE-L+StopWordRemoval,228,KM.TXT,0.125,0.0597,0.08081,1
,,,,,,
ROUGE-1+StopWordRemoval,228,KM.TXT,0.20588,0.08046,0.1157,1
,,,,,,
ROUGE-2+StopWordRemoval,228,KM.TXT,0,0,0,1
,,,,,,
ROUGE-L+StopWordRemoval,349,KM.TXT,0.2381,0.08547,0.12579,1
,,,,,,
ROUGE-1+StopWordRemoval,349,KM.TXT,0.46667,0.13816,0.2132,1
,,,,,,
ROUGE-2+StopWordRemoval,349,KM.TXT,0.04651,0.01325,0.02062,1
,,,,,,
ROUGE-L+StopWordRemoval,108,KM.TXT,0.26471,0.09278,0.1374,1
,,,,,,
ROUGE-1+StopWordRemoval,108,KM.TXT,0.575,0.15436,0.24339,1
,,,,,,
ROUGE-2+StopWordRemoval,108,KM.TXT,0.18421,0.0473,0.07527,1
,,,,,,
ROUGE-L+StopWordRemoval,229,KM.TXT,0.53571,0.21739,0.30928,1
,,,,,,
ROUGE-1+StopWordRemoval,229,KM.TXT,0.7931,0.24731,0.37705,1
,,,,,,
ROUGE-2+StopWordRemoval,229,KM.TXT,0.48148,0.1413,0.21849,1
,,,,,,
ROUGE-L+StopWordRemoval,109,KM.TXT,0.4,0.13483,0.20168,1
,,,,,,
ROUGE-1+StopWordRemoval,109,KM.TXT,0.625,0.17857,0.27778,1
,,,,,,
ROUGE-2+StopWordRemoval,109,KM.TXT,0.16667,0.04505,0.07092,1
,,,,,,
ROUGE-L+StopWordRemoval,470,KM.TXT,0.23684,0.08036,0.12,1
,,,,,,
ROUGE-1+StopWordRemoval,470,KM.TXT,0.5,0.14184,0.22099,1
,,,,,,
ROUGE-2+StopWordRemoval,470,KM.TXT,0.18421,0.05,0.07865,1
,,,,,,
ROUGE-L+StopWordRemoval,350,KM.TXT,0.32353,0.11224,0.16667,1
,,,,,,
ROUGE-1+StopWordRemoval,350,KM.TXT,0.47059,0.13115,0.20513,1
,,,,,,
ROUGE-2+StopWordRemoval,350,KM.TXT,0.15625,0.04132,0.06536,1
,,,,,,
ROUGE-L+StopWordRemoval,471,KM.TXT,0.09756,0.06557,0.07843,1
,,,,,,
ROUGE-1+StopWordRemoval,471,KM.TXT,0.11628,0.06579,0.08403,1
,,,,,,
ROUGE-2+StopWordRemoval,471,KM.TXT,0,0,0,1
,,,,,,
ROUGE-L+StopWordRemoval,230,KM.TXT,0.26,0.14286,0.1844,1
,,,,,,
ROUGE-1+StopWordRemoval,230,KM.TXT,0.51923,0.22131,0.31034,1
,,,,,,
ROUGE-2+StopWordRemoval,230,KM.TXT,0.22,0.09091,0.12865,1
,,,,,,
ROUGE-L+StopWordRemoval,351,KM.TXT,0.225,0.10227,0.14063,1
,,,,,,
ROUGE-1+StopWordRemoval,351,KM.TXT,0.3,0.11429,0.16552,1
,,,,,,
ROUGE-2+StopWordRemoval,351,KM.TXT,0.13158,0.04808,0.07042,1
,,,,,,
ROUGE-L+StopWordRemoval,472,KM.TXT,0.30303,0.09804,0.14815,1
,,,,,,
ROUGE-1+StopWordRemoval,472,KM.TXT,0.42857,0.09677,0.15789,1
,,,,,,
ROUGE-2+StopWordRemoval,472,KM.TXT,0.18182,0.03896,0.06417,1
,,,,,,
ROUGE-L+StopWordRemoval,110,KM.TXT,0.39286,0.12222,0.18644,1
,,,,,,
ROUGE-1+StopWordRemoval,110,KM.TXT,0.41935,0.12264,0.18978,1
,,,,,,
ROUGE-2+StopWordRemoval,110,KM.TXT,0.06897,0.01905,0.02985,1
,,,,,,
ROUGE-L+StopWordRemoval,231,KM.TXT,0.33333,0.10811,0.16327,1
,,,,,,
ROUGE-1+StopWordRemoval,231,KM.TXT,0.375,0.11111,0.17143,1
,,,,,,
ROUGE-2+StopWordRemoval,231,KM.TXT,0.22727,0.0625,0.09804,1
,,,,,,
ROUGE-L+StopWordRemoval,352,KM.TXT,0.25,0.13333,0.17391,1
,,,,,,
ROUGE-1+StopWordRemoval,352,KM.TXT,0.39474,0.19231,0.25862,1
,,,,,,
ROUGE-2+StopWordRemoval,352,KM.TXT,0.13889,0.06494,0.0885,1
,,,,,,
ROUGE-L+StopWordRemoval,473,KM.TXT,0.2381,0.08547,0.12579,1
,,,,,,
ROUGE-1+StopWordRemoval,473,KM.TXT,0.46667,0.13816,0.2132,1
,,,,,,
ROUGE-2+StopWordRemoval,473,KM.TXT,0.04651,0.01325,0.02062,1
,,,,,,
ROUGE-L+StopWordRemoval,111,KM.TXT,0.5,0.19802,0.28369,1
,,,,,,
ROUGE-1+StopWordRemoval,111,KM.TXT,0.65116,0.1958,0.30108,1
,,,,,,
ROUGE-2+StopWordRemoval,111,KM.TXT,0.26829,0.07746,0.12022,1
,,,,,,
ROUGE-L+StopWordRemoval,232,KM.TXT,0.19608,0.11111,0.14184,1
,,,,,,
ROUGE-1+StopWordRemoval,232,KM.TXT,0.45455,0.22727,0.30303,1
,,,,,,
ROUGE-2+StopWordRemoval,232,KM.TXT,0.20755,0.10092,0.1358,1
,,,,,,
ROUGE-L+StopWordRemoval,353,KM.TXT,0.17143,0.08451,0.11321,1
,,,,,,
ROUGE-1+StopWordRemoval,353,KM.TXT,0.38889,0.16867,0.23529,1
,,,,,,
ROUGE-2+StopWordRemoval,353,KM.TXT,0.02941,0.0122,0.01724,1
,,,,,,
ROUGE-L+StopWordRemoval,474,KM.TXT,0.32353,0.11224,0.16667,1
,,,,,,
ROUGE-1+StopWordRemoval,474,KM.TXT,0.47059,0.13115,0.20513,1
,,,,,,
ROUGE-2+StopWordRemoval,474,KM.TXT,0.15625,0.04132,0.06536,1
,,,,,,
ROUGE-L+StopWordRemoval,112,KM.TXT,0.11429,0.07018,0.08696,1
,,,,,,
ROUGE-1+StopWordRemoval,112,KM.TXT,0.21622,0.11268,0.14815,1
,,,,,,
ROUGE-2+StopWordRemoval,112,KM.TXT,0.02857,0.01429,0.01905,1
,,,,,,
ROUGE-L+StopWordRemoval,233,KM.TXT,0.18919,0.07368,0.10606,1
